gene_original,SYMBOL,ENTREZID
PLEKHD1 (400224),PLEKHD1,400224
TUBB6 (84617),TUBB6,84617
LYSMD3 (116068),LYSMD3,116068
B3GALT6 (126792),B3GALT6,126792
ZNF613 (79898),ZNF613,79898
C11orf16 (56673),C11orf16,56673
TMPRSS7 (344805),TMPRSS7,344805
NUPR1 (26471),NUPR1,26471
JAKMIP2 (9832),JAKMIP2,9832
MBLAC2 (153364),MBLAC2,153364
TPRN (286262),TPRN,286262
KCNE5 (23630),KCNE5,23630
SLC35A4 (113829),SLC35A4,113829
CRYBG2 (55057),CRYBG2,55057
IP6K1 (9807),IP6K1,9807
SSNA1 (8636),SSNA1,8636
CSTF3 (1479),CSTF3,1479
YES1 (7525),YES1,7525
CHMP6 (79643),CHMP6,79643
UFSP1 (402682),UFSP1,402682
MC5R (4161),MC5R,4161
TMEM39A (55254),TMEM39A,55254
TCP11L1 (55346),TCP11L1,55346
GPX2 (2877),GPX2,2877
CCDC57 (284001),CCDC57,284001
FOXG1 (2290),FOXG1,2290
SPHK1 (8877),SPHK1,8877
BNIP3 (664),BNIP3,664
MYPOP (339344),MYPOP,339344
ATAD5 (79915),ATAD5,79915
SMIM19 (114926),SMIM19,114926
ZNF404 (342908),ZNF404,342908
RTTN (25914),RTTN,25914
ACBD7 (414149),ACBD7,414149
ANAPC2 (29882),ANAPC2,29882
ZBTB8OS (339487),ZBTB8OS,339487
SLC35G1 (159371),SLC35G1,159371
ZNF135 (7694),ZNF135,7694
COX8A (1351),COX8A,1351
TAC4 (255061),TAC4,255061
ZSCAN2 (54993),ZSCAN2,54993
PRR18 (285800),PRR18,285800
B3GNT4 (79369),B3GNT4,79369
CDC26 (246184),CDC26,246184
HSD11B2 (3291),HSD11B2,3291
CRLF3 (51379),CRLF3,51379
RNPEP (6051),RNPEP,6051
EID2 (163126),EID2,163126
DMRTA1 (63951),DMRTA1,63951
EID2B (126272),EID2B,126272
GJC3 (349149),GJC3,349149
RIMS2 (9699),RIMS2,9699
KCMF1 (56888),KCMF1,56888
DNAJC30 (84277),DNAJC30,84277
SPRYD4 (283377),SPRYD4,283377
VPS37D (155382),VPS37D,155382
SYNE3 (161176),SYNE3,161176
CLK2 (1196),CLK2,1196
LPCAT4 (254531),LPCAT4,254531
SLCO3A1 (28232),SLCO3A1,28232
ZNF575 (284346),ZNF575,284346
WDR25 (79446),WDR25,79446
SGF29 (112869),SGF29,112869
PLAAT3 (11145),PLAAT3,11145
DIRAS1 (148252),DIRAS1,148252
PHLDB3 (653583),PHLDB3,653583
PRR15 (222171),PRR15,222171
GNG7 (2788),GNG7,2788
USF3 (205717),USF3,205717
CNTD1 (124817),CNTD1,124817
KBTBD11 (9920),KBTBD11,9920
B3GNT5 (84002),B3GNT5,84002
LMNB2 (84823),LMNB2,84823
RMDN1 (51115),RMDN1,51115
MEX3C (51320),MEX3C,51320
RNF152 (220441),RNF152,220441
MYO1D (4642),MYO1D,4642
FOXL1 (2300),FOXL1,2300
LRRC37A (9884),LRRC37A,9884
FOXC2 (2303),FOXC2,2303
BDNF (627),BDNF,627
CCDC121 (79635),CCDC121,79635
ACSF3 (197322),ACSF3,197322
BOK (666),BOK,666
ZNF843 (283933),ZNF843,283933
RBIS (401466),RBIS,401466
PFN4 (375189),PFN4,375189
MAGEB6 (158809),MAGEB6,158809
CDK5R1 (8851),CDK5R1,8851
TCERG1L (256536),TCERG1L,256536
NCKAP5 (344148),NCKAP5,344148
MAGEB18 (286514),MAGEB18,286514
RUFY1 (80230),RUFY1,80230
BASP1 (10409),BASP1,10409
LRRC37A3 (374819),LRRC37A3,374819
VSIG10 (54621),VSIG10,54621
IRX5 (10265),IRX5,10265
METRNL (284207),METRNL,284207
FAM91A1 (157769),FAM91A1,157769
WSB2 (55884),WSB2,55884
GRIN1 (2902),GRIN1,2902
SOX11 (6664),SOX11,6664
TYMS (7298),TYMS,7298
PXMP2 (5827),PXMP2,5827
TCEANC (170082),TCEANC,170082
PNMA1 (9240),PNMA1,9240
TCIM (56892),TCIM,56892
MAMSTR (284358),MAMSTR,284358
ANKLE2 (23141),ANKLE2,23141
C8G (733),C8G,733
FUT2 (2524),FUT2,2524
EFCAB5 (374786),EFCAB5,374786
GCNT4 (51301),GCNT4,51301
THAP4 (51078),THAP4,51078
NFATC2IP (84901),NFATC2IP,84901
FIBIN (387758),FIBIN,387758
FAM89B (23625),FAM89B,23625
SHMT1 (6470),SHMT1,6470
DPP7 (29952),DPP7,29952
SEC24C (9632),SEC24C,9632
SMCR8 (140775),SMCR8,140775
MTHFR (4524),MTHFR,4524
C19orf18 (147685),C19orf18,147685
DEAF1 (10522),DEAF1,10522
MTX3 (345778),MTX3,345778
TMEM80 (283232),TMEM80,283232
SIX5 (147912),SIX5,147912
FBXO46 (23403),FBXO46,23403
ZDHHC13 (54503),ZDHHC13,54503
SLC38A9 (153129),SLC38A9,153129
ACER2 (340485),ACER2,340485
WDR73 (84942),WDR73,84942
POLE (5426),POLE,5426
PHETA2 (150368),PHETA2,150368
SCN4B (6330),SCN4B,6330
DSCAML1 (57453),DSCAML1,57453
RHOG (391),RHOG,391
EPS8L2 (64787),EPS8L2,64787
ZDHHC22 (283576),ZDHHC22,283576
ANO6 (196527),ANO6,196527
ZBTB34 (403341),ZBTB34,403341
FAM210A (125228),FAM210A,125228
TALDO1 (6888),TALDO1,6888
ULK1 (8408),ULK1,8408
RIMKLA (284716),RIMKLA,284716
CLVS1 (157807),CLVS1,157807
RPS6KA3 (6197),RPS6KA3,6197
B3GNT8 (374907),B3GNT8,374907
PUS1 (80324),PUS1,80324
CHD9 (80205),CHD9,80205
SPACA4 (171169),SPACA4,171169
GATD1 (347862),GATD1,347862
TRIM72 (493829),TRIM72,493829
MAN1B1 (11253),MAN1B1,11253
FZD8 (8325),FZD8,8325
KCNA2 (3737),KCNA2,3737
TOP3A (7156),TOP3A,7156
CASKIN2 (57513),CASKIN2,57513
ZBTB38 (253461),ZBTB38,253461
CCDC71 (64925),CCDC71,64925
LRRN4CL (221091),LRRN4CL,221091
TIMM22 (29928),TIMM22,29928
HIC1 (3090),HIC1,3090
PPFIA3 (8541),PPFIA3,8541
MAGEF1 (64110),MAGEF1,64110
UMODL1 (89766),UMODL1,89766
SAMD9L (219285),SAMD9L,219285
PAWR (5074),PAWR,5074
TGIF1 (7050),TGIF1,7050
MIEF2 (125170),MIEF2,125170
NAP1L5 (266812),NAP1L5,266812
NIM1K (167359),NIM1K,167359
CD19 (930),CD19,930
ERICH5 (203111),ERICH5,203111
NR2C2 (7182),NR2C2,7182
GPR4 (2828),GPR4,2828
ACOT4 (122970),ACOT4,122970
CAVIN1 (284119),CAVIN1,284119
ARIH2 (10425),ARIH2,10425
RBM44 (375316),RBM44,375316
ZBTB33 (10009),ZBTB33,10009
ZBED2 (79413),ZBED2,79413
IRX3 (79191),IRX3,79191
RPRM (56475),RPRM,56475
SLC25A22 (79751),SLC25A22,79751
RABEP2 (79874),RABEP2,79874
ATOX1 (475),ATOX1,475
TBL1XR1 (79718),TBL1XR1,79718
SAMD12 (401474),SAMD12,401474
CD163 (9332),CD163,9332
C18orf32 (497661),C18orf32,497661
PIDD1 (55367),PIDD1,55367
ZNF491 (126069),ZNF491,126069
RPLP2 (6181),RPLP2,6181
HASPIN (83903),HASPIN,83903
JUN (3725),JUN,3725
CSTF2T (23283),CSTF2T,23283
PGBD5 (79605),PGBD5,79605
GBA1 (2629),GBA1,2629
ACAD9 (28976),ACAD9,28976
IL17RA (23765),IL17RA,23765
PNPLA2 (57104),PNPLA2,57104
AGTRAP (57085),AGTRAP,57085
CD163L1 (283316),CD163L1,283316
SRRM3 (222183),SRRM3,222183
THAP5 (168451),THAP5,168451
CRACR2B (283229),CRACR2B,283229
SUMO4 (387082),SUMO4,387082
NAALADL2 (254827),NAALADL2,254827
CD151 (977),CD151,977
POLR2L (5441),POLR2L,5441
FAM20C (56975),FAM20C,56975
NECTIN3 (25945),NECTIN3,25945
ANXA2R (389289),ANXA2R,389289
TMEM94 (9772),TMEM94,9772
FLII (2314),FLII,2314
SOX12 (6666),SOX12,6666
HNRNPA0 (10949),HNRNPA0,10949
MYOZ1 (58529),MYOZ1,58529
KCNJ10 (3766),KCNJ10,3766
CHID1 (66005),CHID1,66005
ZNF620 (253639),ZNF620,253639
ZNF518A (9849),ZNF518A,9849
TMEM187 (8269),TMEM187,8269
SVBP (374969),SVBP,374969
ZNF619 (285267),ZNF619,285267
CCDC184 (387856),CCDC184,387856
AP3S1 (1176),AP3S1,1176
GRB2 (2885),GRB2,2885
ZBTB41 (360023),ZBTB41,360023
UBE2N (7334),UBE2N,7334
ARL6IP6 (151188),ARL6IP6,151188
ZNF354C (30832),ZNF354C,30832
MAMDC4 (158056),MAMDC4,158056
BET1L (51272),BET1L,51272
RPS27 (6232),RPS27,6232
RIC8A (60626),RIC8A,60626
IMP3 (55272),IMP3,55272
ASB8 (140461),ASB8,140461
CIMAP1B (440836),CIMAP1B,440836
DPY19L2 (283417),DPY19L2,283417
LRRC75B (388886),LRRC75B,388886
DMAP1 (55929),DMAP1,55929
ADAMTSL1 (92949),ADAMTSL1,92949
CALHM5 (254228),CALHM5,254228
IMPDH2 (3615),IMPDH2,3615
ALS2CL (259173),ALS2CL,259173
MLF1 (4291),MLF1,4291
NDUFAF3 (25915),NDUFAF3,25915
C2orf69 (205327),C2orf69,205327
GRAMD1C (54762),GRAMD1C,54762
STAP2 (55620),STAP2,55620
TSSK6 (83983),TSSK6,83983
BOLA1 (51027),BOLA1,51027
PDE4DIP (9659),PDE4DIP,9659
DDX10 (1662),DDX10,1662
PPP1R42 (286187),PPP1R42,286187
NDUFV2 (4729),NDUFV2,4729
DALRD3 (55152),DALRD3,55152
ZNF114 (163071),ZNF114,163071
ZNF518B (85460),ZNF518B,85460
ZNF366 (167465),ZNF366,167465
LCORL (254251),LCORL,254251
PARD6G (84552),PARD6G,84552
ZNF454 (285676),ZNF454,285676
SH2B1 (25970),SH2B1,25970
ZC3H12D (340152),ZC3H12D,340152
VN1R1 (57191),VN1R1,57191
POGLUT3 (143888),POGLUT3,143888
PLEC (5339),PLEC,5339
SH2D4B (387694),SH2D4B,387694
PRSS36 (146547),PRSS36,146547
ZNF543 (125919),ZNF543,125919
TMEM151B (441151),TMEM151B,441151
GALNT11 (63917),GALNT11,63917
SLITRK1 (114798),SLITRK1,114798
WDR6 (11180),WDR6,11180
GEN1 (348654),GEN1,348654
TMPRSS9 (360200),TMPRSS9,360200
AQP11 (282679),AQP11,282679
TMEM11 (8834),TMEM11,8834
ZNF354B (117608),ZNF354B,117608
KCNG2 (26251),KCNG2,26251
SHISA3 (152573),SHISA3,152573
CALML5 (51806),CALML5,51806
ZFAND2A (90637),ZFAND2A,90637
PLEKHM3 (389072),PLEKHM3,389072
ZNF223 (7766),ZNF223,7766
FAM220A (84792),FAM220A,84792
DNAJC22 (79962),DNAJC22,79962
NEUROG2 (63973),NEUROG2,63973
CEP295NL (100653515),CEP295NL,100653515
BEND3 (57673),BEND3,57673
NT5DC1 (221294),NT5DC1,221294
GLDC (2731),GLDC,2731
COX14 (84987),COX14,84987
MCMDC2 (157777),MCMDC2,157777
TUBAL3 (79861),TUBAL3,79861
P4HTM (54681),P4HTM,54681
DTX3 (196403),DTX3,196403
KLHL11 (55175),KLHL11,55175
CTXN1 (404217),CTXN1,404217
SLC25A20 (788),SLC25A20,788
CA8 (767),CA8,767
CD28 (940),CD28,940
EPM2AIP1 (9852),EPM2AIP1,9852
ERBB4 (2066),ERBB4,2066
MAF (4094),MAF,4094
CTNNBIP1 (56998),CTNNBIP1,56998
PSAPL1 (768239),PSAPL1,768239
GTPBP6 (8225),GTPBP6,8225
ERN1 (2081),ERN1,2081
GPR35 (2859),GPR35,2859
ZNF713 (349075),ZNF713,349075
PARP10 (84875),PARP10,84875
SUZ12 (23512),SUZ12,23512
NSUN3 (63899),NSUN3,63899
KCTD12 (115207),KCTD12,115207
DHFR2 (200895),DHFR2,200895
RPP25 (54913),RPP25,54913
GRINA (2907),GRINA,2907
THBD (7056),THBD,7056
GP5 (2814),GP5,2814
COX5A (9377),COX5A,9377
STX19 (415117),STX19,415117
ERFE (151176),ERFE,151176
FAM219B (57184),FAM219B,57184
ZHX2 (22882),ZHX2,22882
CPNE7 (27132),CPNE7,27132
RIIAD1 (284485),RIIAD1,284485
MPI (4351),MPI,4351
TRIM73 (375593),TRIM73,375593
OPLAH (26873),OPLAH,26873
TMEM52 (339456),TMEM52,339456
TMEM139 (135932),TMEM139,135932
EFCAB13 (124989),EFCAB13,124989
MSC (9242),MSC,9242
APOLD1 (81575),APOLD1,81575
RFLNA (144347),RFLNA,144347
EXOSC4 (54512),EXOSC4,54512
DPY19L3 (147991),DPY19L3,147991
TAF7 (6879),TAF7,6879
ZNF852 (285346),ZNF852,285346
FOXE1 (2304),FOXE1,2304
PFAS (5198),PFAS,5198
CYBC1 (79415),CYBC1,79415
ZNF552 (79818),ZNF552,79818
SMIM10L2A (399668),SMIM10L2A,399668
GAK (2580),GAK,2580
ZBTB7A (51341),ZBTB7A,51341
TUFM (7284),TUFM,7284
RMI1 (80010),RMI1,80010
CTC1 (80169),CTC1,80169
FBXO34 (55030),FBXO34,55030
SELENOW (6415),SELENOW,6415
EIF3K (27335),EIF3K,27335
MRFAP1L1 (114932),MRFAP1L1,114932
SNX18 (112574),SNX18,112574
EXD1 (161829),EXD1,161829
AURKB (9212),AURKB,9212
C14orf39 (317761),C14orf39,317761
MRFAP1 (93621),MRFAP1,93621
C3orf38 (285237),C3orf38,285237
KLHDC7A (127707),KLHDC7A,127707
TMEM107 (84314),TMEM107,84314
RRS1 (23212),RRS1,23212
EXOC3L1 (283849),EXOC3L1,283849
TRIML2 (205860),TRIML2,205860
RCC2 (55920),RCC2,55920
IGSF22 (283284),IGSF22,283284
C9orf50 (375759),C9orf50,375759
ZFP42 (132625),ZFP42,132625
CCDC89 (220388),CCDC89,220388
FAM133A (286499),FAM133A,286499
DPM3 (54344),DPM3,54344
C12orf42 (374470),C12orf42,374470
CYC1 (1537),CYC1,1537
PER1 (5187),PER1,5187
TMTC2 (160335),TMTC2,160335
HES7 (84667),HES7,84667
FARSA (2193),FARSA,2193
SPTY2D1 (144108),SPTY2D1,144108
C10orf67 (256815),C10orf67,256815
SAMD4B (55095),SAMD4B,55095
ALOXE3 (59344),ALOXE3,59344
EDC3 (80153),EDC3,80153
TCAIM (285343),TCAIM,285343
FUCA1 (2517),FUCA1,2517
GGN (199720),GGN,199720
HNRNPCL1 (343069),HNRNPCL1,343069
TMEM125 (128218),TMEM125,128218
ZNF664 (144348),ZNF664,144348
CALR (811),CALR,811
MAGED1 (9500),MAGED1,9500
GVQW3 (100506127),GVQW3,100506127
LDLRAD3 (143458),LDLRAD3,143458
CDH4 (1002),CDH4,1002
RAD23A (5886),RAD23A,5886
GADD45GIP1 (90480),GADD45GIP1,90480
DAND5 (199699),DAND5,199699
TMEM151A (256472),TMEM151A,256472
PTPN11 (5781),PTPN11,5781
NSUN7 (79730),NSUN7,79730
FAM156B (727866),FAM156B,727866
WSCD1 (23302),WSCD1,23302
RAB39A (54734),RAB39A,54734
CLK3 (1198),CLK3,1198
HLA-DQB1 (3119),HLA-DQB1,3119
GATA2 (2624),GATA2,2624
ARID3B (10620),ARID3B,10620
PACS2 (23241),PACS2,23241
ELMOD2 (255520),ELMOD2,255520
EGR3 (1960),EGR3,1960
CATSPERE (257044),CATSPERE,257044
GPC5 (2262),GPC5,2262
VWA1 (64856),VWA1,64856
GEMIN4 (50628),GEMIN4,50628
FJX1 (24147),FJX1,24147
KLHL28 (54813),KLHL28,54813
MKRN3 (7681),MKRN3,7681
ZBTB18 (10472),ZBTB18,10472
DORIP1 (122525),DORIP1,122525
ALOX12B (242),ALOX12B,242
SHARPIN (81858),SHARPIN,81858
LBX2 (85474),LBX2,85474
DNHD1 (144132),DNHD1,144132
SLITRK4 (139065),SLITRK4,139065
HTR1D (3352),HTR1D,3352
GCC1 (79571),GCC1,79571
LSMEM2 (132228),LSMEM2,132228
CIITA (4261),CIITA,4261
ZFPM1 (161882),ZFPM1,161882
ALOX15B (247),ALOX15B,247
PLD6 (201164),PLD6,201164
CDC42EP4 (23580),CDC42EP4,23580
ZBTB42 (100128927),ZBTB42,100128927
LACC1 (144811),LACC1,144811
MAF1 (84232),MAF1,84232
ARL14 (80117),ARL14,80117
WDR97 (340390),WDR97,340390
PCED1B (91523),PCED1B,91523
APOBEC3B (9582),APOBEC3B,9582
PIPOX (51268),PIPOX,51268
ATOH7 (220202),ATOH7,220202
CDH5 (1003),CDH5,1003
MYADM (91663),MYADM,91663
MROH1 (727957),MROH1,727957
SERTAD2 (9792),SERTAD2,9792
AKAP5 (9495),AKAP5,9495
NKPD1 (284353),NKPD1,284353
GIPC3 (126326),GIPC3,126326
RNF227 (284023),RNF227,284023
CITED4 (163732),CITED4,163732
ABCA13 (154664),ABCA13,154664
NLRP11 (204801),NLRP11,204801
PDXDC1 (23042),PDXDC1,23042
CFAP276 (127003),CFAP276,127003
ZNF154 (7710),ZNF154,7710
R3HDM2 (22864),R3HDM2,22864
B3GNT3 (10331),B3GNT3,10331
NRXN1 (9378),NRXN1,9378
SEPHS2 (22928),SEPHS2,22928
GPBAR1 (151306),GPBAR1,151306
ZNF784 (147808),ZNF784,147808
ZNF648 (127665),ZNF648,127665
C14orf119 (55017),C14orf119,55017
BBS10 (79738),BBS10,79738
FIZ1 (84922),FIZ1,84922
PUF60 (22827),PUF60,22827
SSC5D (284297),SSC5D,284297
DCTPP1 (79077),DCTPP1,79077
ZNF771 (51333),ZNF771,51333
TSHZ1 (10194),TSHZ1,10194
PSTK (118672),PSTK,118672
SOCS4 (122809),SOCS4,122809
PTGR3 (284273),PTGR3,284273
ZNF48 (197407),ZNF48,197407
C3orf80 (401097),C3orf80,401097
ANKRD18A (253650),ANKRD18A,253650
TMEM86B (255043),TMEM86B,255043
SEPTIN1 (1731),SEPTIN1,1731
TRNAU1AP (54952),TRNAU1AP,54952
EXOC3 (11336),EXOC3,11336
TDRD6 (221400),TDRD6,221400
LYNX1 (66004),LYNX1,66004
TH (7054),TH,7054
MED14 (9282),MED14,9282
FAHD1 (81889),FAHD1,81889
TDRP (157695),TDRP,157695
RCC1 (1104),RCC1,1104
MYL11 (29895),MYL11,29895
F2 (2147),F2,2147
PRKRA (8575),PRKRA,8575
ZNRF2 (223082),ZNRF2,223082
RRH (10692),RRH,10692
SLC9A4 (389015),SLC9A4,389015
ZNF816 (125893),ZNF816,125893
FGD6 (55785),FGD6,55785
OAZ2 (4947),OAZ2,4947
PNPLA1 (285848),PNPLA1,285848
ALX1 (8092),ALX1,8092
CCDC43 (124808),CCDC43,124808
MEIOC (284071),MEIOC,284071
FZD2 (2535),FZD2,2535
TIGD2 (166815),TIGD2,166815
ITPRID1 (223075),ITPRID1,223075
HCLS1 (3059),HCLS1,3059
MTURN (222166),MTURN,222166
ZNF609 (23060),ZNF609,23060
PAK2 (5062),PAK2,5062
CCDC66 (285331),CCDC66,285331
MCFD2 (90411),MCFD2,90411
HARBI1 (283254),HARBI1,283254
C11orf71 (54494),C11orf71,54494
CYP8B1 (1582),CYP8B1,1582
GAS1 (2619),GAS1,2619
ARHGAP45 (23526),ARHGAP45,23526
ZNF571 (51276),ZNF571,51276
GLIPR1L2 (144321),GLIPR1L2,144321
MIGA1 (374986),MIGA1,374986
KCNE1 (3753),KCNE1,3753
NRIP1 (8204),NRIP1,8204
ZSCAN4 (201516),ZSCAN4,201516
BHLHA15 (168620),BHLHA15,168620
RNF182 (221687),RNF182,221687
TSPYL5 (85453),TSPYL5,85453
H2AC6 (8334),H2AC6,8334
EIF2S3B (255308),EIF2S3B,255308
SKIDA1 (387640),SKIDA1,387640
H2BC4 (8347),H2BC4,8347
MB21D2 (151963),MB21D2,151963
SSTR2 (6752),SSTR2,6752
ZNF594 (84622),ZNF594,84622
PCGF5 (84333),PCGF5,84333
SLC47A2 (146802),SLC47A2,146802
PRF1 (5551),PRF1,5551
YOD1 (55432),YOD1,55432
TMEM64 (169200),TMEM64,169200
CHRM4 (1132),CHRM4,1132
SHISA2 (387914),SHISA2,387914
S1PR5 (53637),S1PR5,53637
GPR157 (80045),GPR157,80045
CHST13 (166012),CHST13,166012
SLC36A4 (120103),SLC36A4,120103
ZDHHC20 (253832),ZDHHC20,253832
ANKRD30B (374860),ANKRD30B,374860
ZFP3 (124961),ZFP3,124961
ARSJ (79642),ARSJ,79642
HOXC9 (3225),HOXC9,3225
MAP3K15 (389840),MAP3K15,389840
PPA1 (5464),PPA1,5464
HOXC10 (3226),HOXC10,3226
PSMG4 (389362),PSMG4,389362
MAP6D1 (79929),MAP6D1,79929
ZNF443 (10224),ZNF443,10224
GREM2 (64388),GREM2,64388
C11orf42 (160298),C11orf42,160298
SSR4 (6748),SSR4,6748
CAPS2 (84698),CAPS2,84698
ZNF792 (126375),ZNF792,126375
CUEDC1 (404093),CUEDC1,404093
SCRIB (23513),SCRIB,23513
KCTD2 (23510),KCTD2,23510
D2HGDH (728294),D2HGDH,728294
OXTR (5021),OXTR,5021
CMTR2 (55783),CMTR2,55783
FAM83H (286077),FAM83H,286077
GPR62 (118442),GPR62,118442
ZNF572 (137209),ZNF572,137209
PITPNB (23760),PITPNB,23760
TCEAL8 (90843),TCEAL8,90843
LRRC57 (255252),LRRC57,255252
MRPL14 (64928),MRPL14,64928
GPR137C (283554),GPR137C,283554
C1orf105 (92346),C1orf105,92346
BBS12 (166379),BBS12,166379
ZFP82 (284406),ZFP82,284406
LSMEM1 (286006),LSMEM1,286006
NQO1 (1728),NQO1,1728
AEN (64782),AEN,64782
FKRP (79147),FKRP,79147
TRAPPC5 (126003),TRAPPC5,126003
RPH3AL (9501),RPH3AL,9501
SLC25A42 (284439),SLC25A42,284439
METTL23 (124512),METTL23,124512
SLC26A11 (284129),SLC26A11,284129
HIGD1A (25994),HIGD1A,25994
CHRM2 (1129),CHRM2,1129
MAPK15 (225689),MAPK15,225689
EHMT1 (79813),EHMT1,79813
ADIPOQ (9370),ADIPOQ,9370
F2R (2149),F2R,2149
ZNF707 (286075),ZNF707,286075
MUC16 (94025),MUC16,94025
NPM1 (4869),NPM1,4869
PJA1 (64219),PJA1,64219
DHTKD1 (55526),DHTKD1,55526
C4orf50 (389197),C4orf50,389197
H2AC25 (92815),H2AC25,92815
ZNF746 (155061),ZNF746,155061
POLR2A (5430),POLR2A,5430
TMEM132C (92293),TMEM132C,92293
SLC25A41 (284427),SLC25A41,284427
TLCD5 (219902),TLCD5,219902
FRAT2 (23401),FRAT2,23401
TMEM102 (284114),TMEM102,284114
TMEM132E (124842),TMEM132E,124842
ZNF322 (79692),ZNF322,79692
NME9 (347736),NME9,347736
HEPHL1 (341208),HEPHL1,341208
LRRC75A (388341),LRRC75A,388341
CFAP65 (255101),CFAP65,255101
DDX60L (91351),DDX60L,91351
SYNE4 (163183),SYNE4,163183
OGFOD3 (79701),OGFOD3,79701
WASHC1 (100287171),WASHC1,100287171
AATK (9625),AATK,9625
DDN (23109),DDN,23109
ZNF467 (168544),ZNF467,168544
SOX2 (6657),SOX2,6657
ZNF678 (339500),ZNF678,339500
TMEM45A (55076),TMEM45A,55076
RAP2B (5912),RAP2B,5912
ZBTB2 (57621),ZBTB2,57621
RNF135 (84282),RNF135,84282
ACBD4 (79777),ACBD4,79777
SGSH (6448),SGSH,6448
FANCB (2187),FANCB,2187
SETD2 (29072),SETD2,29072
TMIE (259236),TMIE,259236
MEX3D (399664),MEX3D,399664
MRPS23 (51649),MRPS23,51649
GPR135 (64582),GPR135,64582
TNFSF15 (9966),TNFSF15,9966
ZFP41 (286128),ZFP41,286128
PHLDA2 (7262),PHLDA2,7262
ATG9B (285973),ATG9B,285973
ZNF875 (284459),ZNF875,284459
PLAG1 (5324),PLAG1,5324
YIPF6 (286451),YIPF6,286451
ZBTB20 (26137),ZBTB20,26137
DIPK2A (205428),DIPK2A,205428
MACIR (90355),MACIR,90355
AMIGO1 (57463),AMIGO1,57463
GPR3 (2827),GPR3,2827
TMEM252 (169693),TMEM252,169693
SIAH2 (6478),SIAH2,6478
COPG1 (22820),COPG1,22820
ADGRB1 (575),ADGRB1,575
SLC9A9 (285195),SLC9A9,285195
LSM10 (84967),LSM10,84967
RELL1 (768211),RELL1,768211
RFX7 (64864),RFX7,64864
SLC35C1 (55343),SLC35C1,55343
RNF41 (10193),RNF41,10193
SLC2A4 (6517),SLC2A4,6517
IBA57 (200205),IBA57,200205
CLDN7 (1366),CLDN7,1366
ZNF329 (79673),ZNF329,79673
ZNF101 (94039),ZNF101,94039
C5orf24 (134553),C5orf24,134553
ADO (84890),ADO,84890
COA4 (51287),COA4,51287
PRKAG1 (5571),PRKAG1,5571
GINS3 (64785),GINS3,64785
CCDC149 (91050),CCDC149,91050
MRPS11 (64963),MRPS11,64963
SNRPE (6635),SNRPE,6635
RTKN2 (219790),RTKN2,219790
PNMA8A (55228),PNMA8A,55228
CHST15 (51363),CHST15,51363
USH1G (124590),USH1G,124590
MGAT4C (25834),MGAT4C,25834
IDH2 (3418),IDH2,3418
TMEM259 (91304),TMEM259,91304
GET1 (7485),GET1,7485
TNRC18 (84629),TNRC18,84629
FAM181B (220382),FAM181B,220382
TMEM30B (161291),TMEM30B,161291
DEXI (28955),DEXI,28955
ZNF716 (441234),ZNF716,441234
NOP10 (55505),NOP10,55505
FAM89A (375061),FAM89A,375061
KCNIP1 (30820),KCNIP1,30820
TDRKH (11022),TDRKH,11022
ZNF708 (7562),ZNF708,7562
IST1 (9798),IST1,9798
ERCC6L2 (375748),ERCC6L2,375748
MRPL41 (64975),MRPL41,64975
CREB3L2 (64764),CREB3L2,64764
P2RY8 (286530),P2RY8,286530
UNC5C (8633),UNC5C,8633
TSEN54 (283989),TSEN54,283989
RGMA (56963),RGMA,56963
UBA7 (7318),UBA7,7318
MRPS16 (51021),MRPS16,51021
RAD51B (5890),RAD51B,5890
LDOC1 (23641),LDOC1,23641
ARL6IP4 (51329),ARL6IP4,51329
EXT1 (2131),EXT1,2131
SHMT2 (6472),SHMT2,6472
MOB2 (81532),MOB2,81532
HHIPL1 (84439),HHIPL1,84439
ATP6AP2 (10159),ATP6AP2,10159
CYB5D1 (124637),CYB5D1,124637
BACE2 (25825),BACE2,25825
UBE2E2 (7325),UBE2E2,7325
SYNM (23336),SYNM,23336
GABRG3 (2567),GABRG3,2567
NLRP10 (338322),NLRP10,338322
FIGN (55137),FIGN,55137
IZUMO1 (284359),IZUMO1,284359
B4GALNT4 (338707),B4GALNT4,338707
AP1S2 (8905),AP1S2,8905
C8orf33 (65265),C8orf33,65265
DCAF4L1 (285429),DCAF4L1,285429
SPACA6 (147650),SPACA6,147650
ZSCAN22 (342945),ZSCAN22,342945
KCNJ14 (3770),KCNJ14,3770
FBXL6 (26233),FBXL6,26233
C1S (716),C1S,716
GLTPD2 (388323),GLTPD2,388323
KBTBD3 (143879),KBTBD3,143879
YBEY (54059),YBEY,54059
PLCXD1 (55344),PLCXD1,55344
NXPH4 (11247),NXPH4,11247
CACNB4 (785),CACNB4,785
IFNL1 (282618),IFNL1,282618
TRAPPC6B (122553),TRAPPC6B,122553
PGBD4 (161779),PGBD4,161779
NPLOC4 (55666),NPLOC4,55666
TEX19 (400629),TEX19,400629
TSHZ2 (128553),TSHZ2,128553
CAPN12 (147968),CAPN12,147968
EXOC7 (23265),EXOC7,23265
KPNA2 (3838),KPNA2,3838
XKRX (402415),XKRX,402415
BGN (633),BGN,633
CEP97 (79598),CEP97,79598
LHFPL1 (340596),LHFPL1,340596
FES (2242),FES,2242
GLRX5 (51218),GLRX5,51218
VCF2 (90736),VCF2,90736
